game_index,source_path,local_id,phase_index,phase_name,movement_phase,message_count,orders_power_count,order_count,state_present,phase_keys
0,data/cicero_redacted_games/game_433761_ENGLAND_AG.json,root,30,S1908M,True,11,6,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
0,data/cicero_redacted_games/game_433761_ENGLAND_AG.json,root,31,S1908R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
0,data/cicero_redacted_games/game_433761_ENGLAND_AG.json,root,32,F1908M,True,11,6,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
0,data/cicero_redacted_games/game_433761_ENGLAND_AG.json,root,33,F1908R,False,0,3,5,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
0,data/cicero_redacted_games/game_433761_ENGLAND_AG.json,root,34,W1908A,False,0,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
0,data/cicero_redacted_games/game_433761_ENGLAND_AG.json,root,35,S1909M,True,0,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,0,S1901M,True,22,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,1,F1901M,True,15,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,2,W1901A,False,0,7,11,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,3,S1902M,True,20,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,4,S1902R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,5,F1902M,True,15,7,32,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,6,F1902R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,7,W1902A,False,0,5,5,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,8,S1903M,True,12,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,9,S1903R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,10,F1903M,True,13,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,11,F1903R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,12,W1903A,False,0,3,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,13,S1904M,True,4,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,14,S1904R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,15,F1904M,True,5,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,16,F1904R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,17,W1904A,False,0,5,8,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,18,S1905M,True,0,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,19,S1905R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,20,F1905M,True,5,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,21,F1905R,False,0,2,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,22,W1905A,False,0,3,4,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,23,S1906M,True,11,6,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,24,S1906R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,25,F1906M,True,10,6,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,26,F1906R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,27,W1906A,False,0,3,5,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,28,S1907M,True,12,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,29,S1907R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,30,F1907M,True,12,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,31,F1907R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,32,W1907A,False,0,2,4,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,33,S1908M,True,12,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
1,data/cicero_redacted_games/game_433762_ITALY_AEFT.json,root,34,F1908M,True,0,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,0,S1901M,True,6,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,1,F1901M,True,8,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,2,W1901A,False,0,7,11,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,3,S1902M,True,21,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,4,S1902R,False,0,1,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,5,F1902M,True,21,7,31,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,6,F1902R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,7,W1902A,False,0,4,6,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,8,S1903M,True,20,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,9,S1903R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,10,F1903M,True,10,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,11,F1903R,False,0,3,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,12,W1903A,False,0,5,6,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,13,S1904M,True,11,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,14,S1904R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,15,F1904M,True,11,6,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,16,F1904R,False,0,2,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,17,W1904A,False,0,3,4,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,18,S1905M,True,8,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,19,S1905R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,20,F1905M,True,3,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,21,F1905R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,22,W1905A,False,0,5,6,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,23,S1906M,True,4,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,24,F1906M,True,7,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,25,F1906R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,26,W1906A,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,27,S1907M,True,7,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,28,S1907R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,29,F1907M,True,4,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,30,F1907R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,31,W1907A,False,0,4,4,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,32,S1908M,True,4,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,33,S1908R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,34,F1908M,True,1,6,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,35,F1908R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,36,W1908A,False,0,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
2,data/cicero_redacted_games/game_433920_RUSSIA_EI.json,root,37,S1909M,True,0,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,0,S1901M,True,4,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,1,F1901M,True,5,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,2,F1901R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,3,W1901A,False,0,7,12,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,4,S1902M,True,1,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,5,S1902R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,6,F1902M,True,1,7,32,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,7,F1902R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,8,W1902A,False,0,2,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,9,S1903M,True,0,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,10,S1903R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,11,F1903M,True,1,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,12,F1903R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,13,W1903A,False,0,5,5,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,14,S1904M,True,0,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,15,S1904R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,16,F1904M,True,0,7,32,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,17,F1904R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,18,W1904A,False,0,4,4,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,19,S1905M,True,0,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,20,F1905M,True,0,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,21,F1905R,False,0,3,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,22,W1905A,False,0,3,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,23,S1906M,True,0,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,24,S1906R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,25,F1906M,True,3,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,26,F1906R,False,0,4,4,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,27,W1906A,False,0,3,4,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,28,S1907M,True,0,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,29,S1907R,False,0,3,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,30,F1907M,True,4,7,32,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,31,F1907R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,32,W1907A,False,0,6,9,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,33,S1908M,True,1,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,34,S1908R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,35,F1908M,True,4,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,36,F1908R,False,0,2,2,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,37,W1908A,False,0,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
3,data/cicero_redacted_games/game_433967_ENGLAND_IT.json,root,38,S1909M,True,0,0,0,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,0,S1901M,True,18,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,1,F1901M,True,13,7,22,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,2,W1901A,False,0,7,11,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,3,S1902M,True,18,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,4,S1902R,False,0,1,1,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,5,F1902M,True,14,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,6,F1902R,False,0,1,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,7,W1902A,False,0,6,6,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,8,S1903M,True,10,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,9,S1903R,False,0,3,3,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,10,F1903M,True,24,7,33,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,11,W1903A,False,0,5,7,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
4,data/cicero_redacted_games/game_434015_GERMANY_AF.json,root,12,S1904M,True,3,7,34,True,"[""logs"", ""messages"", ""name"", ""orders"", ""results"", ""state""]"
