file,line,terms,text
unit_tests/test_sleep.py,272,set_orders,"        game.set_orders(""GERMANY"", (""A MUN - BOH"",))"
unit_tests/test_sleep.py,273,set_orders,"        game.set_orders(""ITALY"", (""A VEN - TYR"",))"
unit_tests/test_sleep.py,274,process,        game.process()
unit_tests/test_sleep.py,288,Game(,        game = Game()
unit_tests/test_sleep.py,289,set_orders,"        game.set_orders(""GERMANY"", (""A MUN - BOH"",))"
unit_tests/test_sleep.py,290,set_orders,"        game.set_orders(""ITALY"", (""A VEN - TYR"",))"
unit_tests/test_sleep.py,291,process,        game.process()
unit_tests/test_sleep.py,305,Game(,        game = Game()
unit_tests/test_sleep.py,306,set_orders,"        game.set_orders(""GERMANY"", (""A MUN - SIL"",))"
unit_tests/test_sleep.py,307,set_orders,"        game.set_orders(""ITALY"", (""A VEN - TYR"",))"
unit_tests/test_sleep.py,308,process,        game.process()
unit_tests/test_sleep.py,334,Game(,        game = Game()
unit_tests/test_sleep.py,340,add_message,"        game.add_message(""ITALY"", ""AUSTRIA"", ""This is a convo initiation message"", Timestamp(1))"
unit_tests/test_rollout_spring_ending.py,54,set_orders,        set_orders_dicts: List[JointAction] = [{power: () for power in POWERS} for i in range(n)]
unit_tests/test_rollout_spring_ending.py,57,get_orderable_locations,                power_locs = game.get_orderable_locations()
unit_tests/test_rollout_spring_ending.py,61,get_all_possible_orders,                        order = random.choice(game.get_all_possible_orders()[loc])
unit_tests/test_rollout_spring_ending.py,63,set_orders,                    set_orders_dicts[i][power] = tuple(orders)
unit_tests/test_rollout_spring_ending.py,66,set_orders,"            game, agent_power=None, set_orders_dicts=set_orders_dicts"
unit_tests/test_rollout_spring_ending.py,71,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,80,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,91,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,101,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,162,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,221,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,240,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,241,set_orders,"        game.set_orders(""ITALY"", (""F NAP - ION"",))"
unit_tests/test_rollout_spring_ending.py,242,set_orders,"        game.set_orders(""RUSSIA"", (""A WAR - GAL"",))"
unit_tests/test_rollout_spring_ending.py,243,set_orders,"        game.set_orders(""AUSTRIA"", (""F TRI - ADR"",))"
unit_tests/test_rollout_spring_ending.py,244,process,        game.process()
unit_tests/test_rollout_spring_ending.py,303,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,305,set_orders,"        game.set_orders(""ITALY"", (""F NAP - ION"",))"
unit_tests/test_rollout_spring_ending.py,306,set_orders,"        game.set_orders(""RUSSIA"", (""A WAR - GAL"",))"
unit_tests/test_rollout_spring_ending.py,307,set_orders,"        game.set_orders(""AUSTRIA"", (""F TRI - ADR"",))"
unit_tests/test_rollout_spring_ending.py,308,process,        game.process()
unit_tests/test_rollout_spring_ending.py,367,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,368,set_orders,"        game.set_orders(""ITALY"", (""F NAP - ION"",))"
unit_tests/test_rollout_spring_ending.py,369,set_orders,"        game.set_orders(""RUSSIA"", (""A WAR - GAL"",))"
unit_tests/test_rollout_spring_ending.py,370,set_orders,"        game.set_orders(""AUSTRIA"", (""F TRI - ADR"",))"
unit_tests/test_rollout_spring_ending.py,371,process,        game.process()
unit_tests/test_rollout_spring_ending.py,431,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,432,set_orders,"        game.set_orders(""ITALY"", (""F NAP - ION"",))"
unit_tests/test_rollout_spring_ending.py,433,set_orders,"        game.set_orders(""RUSSIA"", (""A WAR - GAL"",))"
unit_tests/test_rollout_spring_ending.py,434,set_orders,"        game.set_orders(""AUSTRIA"", (""F TRI - ADR"",))"
unit_tests/test_rollout_spring_ending.py,435,process,        game.process()
unit_tests/test_rollout_spring_ending.py,543,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,544,set_orders,"        game.set_orders(""ITALY"", (""F NAP - ION"",))"
unit_tests/test_rollout_spring_ending.py,545,set_orders,"        game.set_orders(""RUSSIA"", (""A WAR - GAL"",))"
unit_tests/test_rollout_spring_ending.py,546,set_orders,"        game.set_orders(""AUSTRIA"", (""F TRI - ADR"",))"
unit_tests/test_rollout_spring_ending.py,547,process,        game.process()
unit_tests/test_rollout_spring_ending.py,599,Game(,        game = Game()
unit_tests/test_rollout_spring_ending.py,600,set_orders,"        game.set_orders(""ITALY"", (""F NAP - ION"",))"
unit_tests/test_rollout_spring_ending.py,601,set_orders,"        game.set_orders(""RUSSIA"", (""A WAR - GAL"",))"
unit_tests/test_rollout_spring_ending.py,602,set_orders,"        game.set_orders(""AUSTRIA"", (""F TRI - ADR"",))"
unit_tests/test_rollout_spring_ending.py,603,process,        game.process()
unit_tests/test_resample_duplicate_disbands.py,29,Game(,"        inputs = FeatureEncoder().encode_inputs([Game()], input_version=3)"
unit_tests/test_pydipcc.py,79,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,80,set_orders,"        game.set_orders(""RUSSIA"", [""F SEV - BLA""])"
unit_tests/test_pydipcc.py,81,process,        game.process()
unit_tests/test_pydipcc.py,83,"Game(,pydipcc.Game",        game2 = pydipcc.Game()
unit_tests/test_pydipcc.py,84,from_json,        game2.from_json_inplace(game.to_json())
unit_tests/test_pydipcc.py,88,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,89,set_orders,"        game.set_orders(""RUSSIA"", [""F SEV - BLA""])"
unit_tests/test_pydipcc.py,90,process,        game.process()
unit_tests/test_pydipcc.py,95,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,96,set_orders,"        game.set_orders(""RUSSIA"", [""F SEV - BLA""])"
unit_tests/test_pydipcc.py,97,process,        game.process()
unit_tests/test_pydipcc.py,102,"from_json,pydipcc.Game","        game = pydipcc.Game.from_json(open(TEST_DATA / ""game_100012_anonymized.json"").read())"
unit_tests/test_pydipcc.py,106,add_message,    def test_add_message(self):
unit_tests/test_pydipcc.py,107,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,108,add_message,"        game.add_message(""FRANCE"", ""AUSTRIA"", ""blast from the past"", Timestamp.from_centis(12345))"
unit_tests/test_pydipcc.py,113,add_message,            game.add_message(
unit_tests/test_pydipcc.py,118,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,121,add_message,"        game.add_message(""FRANCE"", ""AUSTRIA"", ""blast from the past"", Timestamp.from_centis(12345))"
unit_tests/test_pydipcc.py,125,add_message,"        game.add_message(""AUSTRIA"", ""FRANCE"", ""back at ya"", Timestamp.from_centis(34567))"
unit_tests/test_pydipcc.py,137,add_message,        game.add_message(
unit_tests/test_pydipcc.py,145,process,        game.process()
unit_tests/test_pydipcc.py,163,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,165,set_orders,"        game.set_orders(""FRANCE"", [""A PAR - BUR""])"
unit_tests/test_pydipcc.py,166,process,        game.process()
unit_tests/test_pydipcc.py,170,set_orders,"        game.set_orders(""FRANCE"", [""A BUR - BEL""])"
unit_tests/test_pydipcc.py,171,set_orders,"        game.set_orders(""GERMANY"", [""A MUN - BUR""])"
unit_tests/test_pydipcc.py,172,process,        game.process()
unit_tests/test_pydipcc.py,178,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,179,set_orders,"        game.set_orders(""FRANCE"", [""A PAR - BUR""])"
unit_tests/test_pydipcc.py,180,set_orders,"        game.set_orders(""GERMANY"", [""A MUN - RUH""])"
unit_tests/test_pydipcc.py,188,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,189,add_message,"        game.add_message(""FRANCE"", ""AUSTRIA"", ""blast from the past"", Timestamp.from_centis(12345))"
unit_tests/test_pydipcc.py,198,"from_json,pydipcc.Game",        game = pydipcc.Game.from_json(game.to_json())
unit_tests/test_pydipcc.py,203,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,208,"from_json,pydipcc.Game",        game2 = pydipcc.Game.from_json(j)
unit_tests/test_pydipcc.py,212,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,224,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,234,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,269,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,291,"from_json,pydipcc.Game",            game0 = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,294,"from_json,pydipcc.Game",        game1 = pydipcc.Game.from_json(json1)
unit_tests/test_pydipcc.py,301,"Game(,pydipcc.Game",        game0 = pydipcc.Game()
unit_tests/test_pydipcc.py,302,set_orders,"        game0.set_orders(""RUSSIA"", [""F SEV - BLA""])"
unit_tests/test_pydipcc.py,303,add_message,"        game0.add_message(""ENGLAND"", ""FRANCE"", ""hi"", Timestamp.from_centis(12345))"
unit_tests/test_pydipcc.py,304,process,        game0.process()
unit_tests/test_pydipcc.py,305,set_orders,"        game0.set_orders(""RUSSIA"", [""F BLA - RUM""])"
unit_tests/test_pydipcc.py,306,add_message,"        game0.add_message(""FRANCE"", ""ENGLAND"", ""yo"", Timestamp.from_centis(12345))"
unit_tests/test_pydipcc.py,309,"from_json,pydipcc.Game",        game1 = pydipcc.Game.from_json(json1)
unit_tests/test_pydipcc.py,316,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,321,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,324,set_orders,"            game.set_orders(power, orders)"
unit_tests/test_pydipcc.py,325,process,        game.process()
unit_tests/test_pydipcc.py,344,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(stream.read())
unit_tests/test_pydipcc.py,350,set_orders,    def test_set_orders_build(self):
unit_tests/test_pydipcc.py,351,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,352,set_orders,"        game.set_orders(""GERMANY"", [""F KIE - HOL""])"
unit_tests/test_pydipcc.py,356,process,        game.process()
unit_tests/test_pydipcc.py,360,process,        game.process()
unit_tests/test_pydipcc.py,361,set_orders,"        game.set_orders(""GERMANY"", [""A KIE B""])"
unit_tests/test_pydipcc.py,365,process,        game.process()
unit_tests/test_pydipcc.py,371,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,374,add_message,        game.add_message(
unit_tests/test_pydipcc.py,377,add_message,        game.add_message(
unit_tests/test_pydipcc.py,380,process,        game.process()  # finish S1901M
unit_tests/test_pydipcc.py,381,add_message,"        game.add_message(""ENGLAND"", ""FRANCE"", ""not bad"", Timestamp.from_centis(2000))"
unit_tests/test_pydipcc.py,382,process,        game.process()  # finish F1901M
unit_tests/test_pydipcc.py,383,add_message,"        game.add_message(""FRANCE"", ""ENGLAND"", ""ok cool"", Timestamp.from_centis(3000))"
unit_tests/test_pydipcc.py,390,set_orders,"        game.set_orders(""GERMANY"", [""F KIE - HOL""])"
unit_tests/test_pydipcc.py,391,add_message,"        game.add_message(""TURKEY"", ""TURKEY"", ""hello me"", Timestamp.from_centis(3100))"
unit_tests/test_pydipcc.py,392,process,        game.process()  # finish S1902M
unit_tests/test_pydipcc.py,393,process,        game.process()  # finish F1902M
unit_tests/test_pydipcc.py,395,add_message,"        game.add_message(""TURKEY"", ""TURKEY"", ""hello me again"", Timestamp.from_centis(3200))"
unit_tests/test_pydipcc.py,397,process,        game.process()  # finish W1902A
unit_tests/test_pydipcc.py,476,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,478,set_orders,"        game.set_orders(""AUSTRIA"", [""A BUD - SER""])"
unit_tests/test_pydipcc.py,479,add_message,"        game.add_message(""RUSSIA"", ""TURKEY"", ""ahoy Turkey, it's F1901M"", Timestamp.from_centis(0))"
unit_tests/test_pydipcc.py,480,process,        game.process()
unit_tests/test_pydipcc.py,482,set_orders,"        game.set_orders(""ENGLAND"", [""F LON - ENG""])"
unit_tests/test_pydipcc.py,483,add_message,        game.add_message(
unit_tests/test_pydipcc.py,486,process,        game.process()
unit_tests/test_pydipcc.py,488,set_orders,"        game.set_orders(""AUSTRIA"", [""A BUD B""])"
unit_tests/test_pydipcc.py,489,add_message,"        game.add_message(""AUSTRIA"", ""AUSTRIA"", ""i love builds!"", Timestamp.from_centis(20))"
unit_tests/test_pydipcc.py,490,process,        game.process()
unit_tests/test_pydipcc.py,492,set_orders,"        game.set_orders(""GERMANY"", [""A MUN - BOH""])"
unit_tests/test_pydipcc.py,493,add_message,        game.add_message(
unit_tests/test_pydipcc.py,516,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,517,set_orders,"        game.set_orders(""AUSTRIA"", [""A BUD - SER""])"
unit_tests/test_pydipcc.py,518,set_orders,"        game.set_orders(""ENGLAND"", [""F LON - ENG""])"
unit_tests/test_pydipcc.py,519,set_orders,"        game.set_orders(""RUSSIA"", [""A WAR - PRU"", ""F STP/SC - FIN""])"
unit_tests/test_pydipcc.py,520,set_orders,"        game.set_orders(""ITALY"", [""A VEN - PIE"", ""F NAP - TYS""])"
unit_tests/test_pydipcc.py,557,set_orders,    def test_set_orders_wrong_power(self):
unit_tests/test_pydipcc.py,558,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,559,set_orders,"        game.set_orders(""FRANCE"", [""A PAR - BUR"", ""F SEV - BLA""])"
unit_tests/test_pydipcc.py,565,set_orders,    def test_set_orders_no_unit(self):
unit_tests/test_pydipcc.py,566,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,567,set_orders,"        game.set_orders(""FRANCE"", [""A BUR - PAR""])"
unit_tests/test_pydipcc.py,573,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,574,set_orders,"        game.set_orders(""AUSTRIA"", [""A BUD - SER""])"
unit_tests/test_pydipcc.py,575,process,        game.process()
unit_tests/test_pydipcc.py,576,set_orders,"        game.set_orders(""ENGLAND"", [""F LON - ENG""])"
unit_tests/test_pydipcc.py,577,process,        game.process()
unit_tests/test_pydipcc.py,579,"Game(,pydipcc.Game",        game_same = pydipcc.Game()
unit_tests/test_pydipcc.py,580,set_orders,"        game_same.set_orders(""AUSTRIA"", [""A BUD - SER""])"
unit_tests/test_pydipcc.py,581,process,        game_same.process()
unit_tests/test_pydipcc.py,582,set_orders,"        game_same.set_orders(""ENGLAND"", [""F LON - ENG""])"
unit_tests/test_pydipcc.py,583,process,        game_same.process()
unit_tests/test_pydipcc.py,589,"Game(,pydipcc.Game",        game2 = pydipcc.Game()
unit_tests/test_pydipcc.py,590,set_orders,"        game2.set_orders(""ENGLAND"", [""F LON - ENG""])"
unit_tests/test_pydipcc.py,591,process,        game2.process()
unit_tests/test_pydipcc.py,592,set_orders,"        game2.set_orders(""AUSTRIA"", [""A BUD - SER""])"
unit_tests/test_pydipcc.py,593,process,        game2.process()
unit_tests/test_pydipcc.py,602,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,613,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,624,"from_json,pydipcc.Game",            old_game = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,626,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,628,set_orders,"            game.set_orders(power, list(reversed(action)))  # put them in not LOCS-ordered"
unit_tests/test_pydipcc.py,643,"Game(,pydipcc.Game","        batch = FeatureEncoder().encode_inputs_all_powers([pydipcc.Game()], 3)"
unit_tests/test_pydipcc.py,677,"from_json,pydipcc.Game",            gamesos = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,678,"Game(,pydipcc.Game",            gamedss = pydipcc.Game(gamesos)
unit_tests/test_pydipcc.py,679,pydipcc.Game,            gamedss.set_scoring_system(pydipcc.Game.SCORING_DSS)
unit_tests/test_pydipcc.py,680,"from_json,pydipcc.Game",            gamedss2 = pydipcc.Game.from_json(gamedss.to_json())
unit_tests/test_pydipcc.py,682,pydipcc.Game,        assert pydipcc.Game.SCORING_SOS == Scoring.SOS.value
unit_tests/test_pydipcc.py,683,pydipcc.Game,        assert pydipcc.Game.SCORING_DSS == Scoring.DSS.value
unit_tests/test_pydipcc.py,687,pydipcc.Game,"            gamesos.get_phase_history()[77].get_scores(pydipcc.Game.SCORING_SOS),"
unit_tests/test_pydipcc.py,691,pydipcc.Game,"            gamesos.get_phase_history()[77].get_scores(pydipcc.Game.SCORING_DSS),"
unit_tests/test_pydipcc.py,722,pydipcc.Game,"            gamesos.get_scores(pydipcc.Game.SCORING_SOS),"
unit_tests/test_pydipcc.py,726,pydipcc.Game,"            gamedss.get_scores(pydipcc.Game.SCORING_SOS),"
unit_tests/test_pydipcc.py,730,pydipcc.Game,"            gamedss2.get_scores(pydipcc.Game.SCORING_SOS),"
unit_tests/test_pydipcc.py,735,pydipcc.Game,"            gamesos.get_scores(pydipcc.Game.SCORING_DSS), [0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.2]"
unit_tests/test_pydipcc.py,738,pydipcc.Game,"            gamedss.get_scores(pydipcc.Game.SCORING_DSS), [0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.2]"
unit_tests/test_pydipcc.py,741,pydipcc.Game,"            gamedss2.get_scores(pydipcc.Game.SCORING_DSS), [0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.2]"
unit_tests/test_pydipcc.py,752,pydipcc.Game,"        self.assertEqual(gamesos.get_scoring_system(), pydipcc.Game.SCORING_SOS)"
unit_tests/test_pydipcc.py,753,pydipcc.Game,"        self.assertEqual(gamedss.get_scoring_system(), pydipcc.Game.SCORING_DSS)"
unit_tests/test_pydipcc.py,754,pydipcc.Game,"        self.assertEqual(gamedss2.get_scoring_system(), pydipcc.Game.SCORING_DSS)"
unit_tests/test_pydipcc.py,768,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,805,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(f.read())
unit_tests/test_pydipcc.py,807,process,        game.process()
unit_tests/test_pydipcc.py,831,"Game(,pydipcc.Game",    def _get_trivial_r_phase_game() -> pydipcc.Game:
unit_tests/test_pydipcc.py,832,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,840,process,        game.process()
unit_tests/test_pydipcc.py,848,process,        game.process()
unit_tests/test_pydipcc.py,853,Game(,        game = self._get_trivial_r_phase_game()
unit_tests/test_pydipcc.py,855,get_all_possible_orders,"        self.assertEqual(game.get_all_possible_orders()[""RUM""], [""A RUM D""])"
unit_tests/test_pydipcc.py,858,Game(,        game = self._get_trivial_r_phase_game()
unit_tests/test_pydipcc.py,861,from_json,    def test_trivial_r_phase_to_from_json(self):
unit_tests/test_pydipcc.py,862,Game(,        game = self._get_trivial_r_phase_game()
unit_tests/test_pydipcc.py,863,"from_json,pydipcc.Game",        game = pydipcc.Game.from_json(game.to_json())  # dislodged unit preserved in json dump
unit_tests/test_pydipcc.py,864,get_all_possible_orders,"        self.assertEqual(game.get_all_possible_orders()[""RUM""], [""A RUM D""])"
unit_tests/test_pydipcc.py,867,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,868,process,        game.process()
unit_tests/test_pydipcc.py,869,process,        game.process()
unit_tests/test_pydipcc.py,876,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,877,set_orders,"        game.set_orders(""ITALY"", [""F NAP - ION""])"
unit_tests/test_pydipcc.py,878,set_orders,"        game.set_orders(""RUSSIA"", [""F SEV - BLA""])"
unit_tests/test_pydipcc.py,879,process,        game.process()
unit_tests/test_pydipcc.py,880,set_orders,"        game.set_orders(""ITALY"", [""F ION - GRE""])"
unit_tests/test_pydipcc.py,881,process,        game.process()
unit_tests/test_pydipcc.py,882,process,        game.process()
unit_tests/test_pydipcc.py,883,set_orders,"        game.set_orders(""RUSSIA"", [""F BLA S F GRE - BUL""])"
unit_tests/test_pydipcc.py,884,set_orders,"        game.set_orders(""ITALY"", [""F GRE - BUL/EC""])"
unit_tests/test_pydipcc.py,886,process,        game.process()
unit_tests/test_pydipcc.py,892,"Game(,pydipcc.Game",        game = pydipcc.Game(is_full_press=True)
unit_tests/test_pydipcc.py,896,"Game(,pydipcc.Game",        game = pydipcc.Game(is_full_press=False)
unit_tests/test_pydipcc.py,899,from_json,    def test_to_from_json(self):
unit_tests/test_pydipcc.py,900,"Game(,pydipcc.Game",        game = pydipcc.Game(is_full_press=False)
unit_tests/test_pydipcc.py,901,"from_json,pydipcc.Game",        self.assertFalse(pydipcc.Game.from_json(game.to_json()).is_full_press)
unit_tests/test_pydipcc.py,904,"Game(,pydipcc.Game","        self.assertEqual(pydipcc.Game().map_name, ""standard"")"
unit_tests/test_pydipcc.py,907,"Game(,pydipcc.Game","        self.assertEqual(json.loads(pydipcc.Game().to_json())[""map""], ""standard"")"
unit_tests/test_pydipcc.py,909,from_json,    def test_map_from_json(self):
unit_tests/test_pydipcc.py,910,"Game(,pydipcc.Game",        j = json.loads(pydipcc.Game().to_json())
unit_tests/test_pydipcc.py,912,"from_json,pydipcc.Game",        game = pydipcc.Game.from_json(json.dumps(j))
unit_tests/test_pydipcc.py,915,from_json,    def test_id_from_json(self):
unit_tests/test_pydipcc.py,916,"Game(,pydipcc.Game",        j = json.loads(pydipcc.Game().to_json())
unit_tests/test_pydipcc.py,918,"from_json,pydipcc.Game",        game = pydipcc.Game.from_json(json.dumps(j))
unit_tests/test_pydipcc.py,922,"Game(,pydipcc.Game",        j = json.loads(pydipcc.Game().to_json())
unit_tests/test_pydipcc.py,926,"Game(,pydipcc.Game",        j = json.loads(pydipcc.Game().to_json())
unit_tests/test_pydipcc.py,927,pydipcc.Game,"        assert isinstance(pydipcc.Game.SCORING_DSS, int)"
unit_tests/test_pydipcc.py,928,pydipcc.Game,"        j[""scoring_system""] = pydipcc.Game.SCORING_DSS"
unit_tests/test_pydipcc.py,929,"from_json,pydipcc.Game",        game = pydipcc.Game.from_json(json.dumps(j))
unit_tests/test_pydipcc.py,930,pydipcc.Game,"        self.assertEqual(game.get_scoring_system(), pydipcc.Game.SCORING_DSS)"
unit_tests/test_pydipcc.py,934,pydipcc.Game,"            (""sum_of_squares"", pydipcc.Game.SCORING_SOS),"
unit_tests/test_pydipcc.py,935,pydipcc.Game,"            (""draw_size"", pydipcc.Game.SCORING_DSS),"
unit_tests/test_pydipcc.py,937,"Game(,pydipcc.Game",            j = json.loads(pydipcc.Game().to_json())
unit_tests/test_pydipcc.py,939,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(json.dumps(j))
unit_tests/test_pydipcc.py,943,"Game(,pydipcc.Game",        j = json.loads(pydipcc.Game().to_json())
unit_tests/test_pydipcc.py,945,"from_json,pydipcc.Game","        self.assertRaises(Exception, pydipcc.Game.from_json, json.dumps(j))"
unit_tests/test_pydipcc.py,950,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,955,process,        game.process()
unit_tests/test_pydipcc.py,959,process,        game.process()
unit_tests/test_pydipcc.py,965,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,970,process,        game.process()
unit_tests/test_pydipcc.py,979,process,        game.process()
unit_tests/test_pydipcc.py,983,process,        game.process()
unit_tests/test_pydipcc.py,987,process,        game.process()
unit_tests/test_pydipcc.py,991,process,        game.process()
unit_tests/test_pydipcc.py,995,process,        game.process()
unit_tests/test_pydipcc.py,1001,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1006,process,        game.process()
unit_tests/test_pydipcc.py,1010,process,        game.process()
unit_tests/test_pydipcc.py,1014,process,        game.process()
unit_tests/test_pydipcc.py,1018,process,        game.process()
unit_tests/test_pydipcc.py,1024,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1034,process,        game.process()
unit_tests/test_pydipcc.py,1038,process,        game.process()
unit_tests/test_pydipcc.py,1042,process,        game.process()
unit_tests/test_pydipcc.py,1046,process,        game.process()
unit_tests/test_pydipcc.py,1050,process,        game.process()
unit_tests/test_pydipcc.py,1054,process,        game.process()
unit_tests/test_pydipcc.py,1058,process,        game.process()
