outer_generate_message_call_id,message_event_sequence,message_time_unix,sender,recipient,phase,final_message,time_sent,dialogue_call_id,dialogue_result_sequence,dialogue_input_sequence,dialogue_input_time_unix,dialogue_output_match_strength,dialogue_output_match_mode,dialogue_task,task_exact_match,input_sha256,input_bytes,planner_pair_mode,planner_event_sequence,planner_call_id,planner_time_unix,planner_to_input_lag_seconds,agent_top_orders,agent_top_probability,bp_top_orders,bp_top_probability,agent_bp_top_disagree,observer_parse_ok,observer_parse_reason,observer_source_line,observer_source_line_number,observer_orders,observer_exact_planner_top_match,observer_planner_order_jaccard,observer_exact_bp_top_match,planner_top_all_orders_visible_anywhere_in_input,planner_top_all_orders_literal_in_final_message,future_final_message_found_in_input,exact_input_path
generate_message-208111-106,161,1786809160.6583724,FRANCE,GERMANY,S1901M,"I'm hoping that we can come to some sort of agreement, whether that is to attack England, or have a Western Triple, but I'm thinking the Western Triple might be a little early for this board haha.",88364,dialogue_model_get_model_pred_many-208111-113,152,151,1786809156.1250122,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,6f61d3183e0ecd0c087c972e3202bd459589dd77e638315c3abf9aa042c32224,1262,exact_sender_recipient_phase_before_input,147,run_bilateral_search_with_conditional_evs-208111-109,1786809152.3079774,3.8170347213745117,A MAR - SPA | A PAR - BUR | F BRE - MAO,0.2665531179776296,A MAR - SPA | A PAR - BUR | F BRE - MAO,0.21066682547887886,False,True,first_sender_order_line_after_state,FRANCE: A MAR SPA; A PAR PIC; F BRE MAO,13,A MAR SPA | A PAR PIC | F BRE MAO,False,0.5,False,False,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0010_FRANCE_GERMANY_6f61d3183e0ecd0c.txt
generate_message-208111-122,179,1786809173.0731518,GERMANY,ITALY,S1901M,"Hey Italy, happy to hear from you! I am definitely not interested in moving there and hope you also won't be, so I think a Tyrolia DMZ works for me.",91964,dialogue_model_get_model_pred_many-208111-129,170,169,1786809167.7899263,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,8cf086bd28dcfb46afc19c39f009061bcce134c3a57b998bb0437abacc9d431d,1371,exact_sender_recipient_phase_before_input,166,run_bilateral_search_with_conditional_evs-208111-126,1786809164.4512525,3.3386738300323486,A BER - KIE | A MUN - RUH | F KIE - DEN,0.7835916252602747,A BER - KIE | A MUN - RUH | F KIE - DEN,0.763942955691034,False,True,first_sender_order_line_after_state,GERMANY: A BER KIE; A MUN RUH; F KIE DEN,14,A BER KIE | A MUN RUH | F KIE DEN,True,1.0,True,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0011_GERMANY_ITALY_8cf086bd28dcfb46.txt
generate_message-208111-138,191,1786809178.9625533,FRANCE,GERMANY,S1901M,"I definitely won't move there, and am not intending to do so either.",92320,dialogue_model_get_model_pred_many-208111-139,182,181,1786809173.5104449,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,3068fcb8c3f7b44f9a6ff176c2312f3a9da6bef6dd3644e6092d71e587116407,1481,exact_sender_recipient_phase_before_input,160,run_bilateral_search_with_conditional_evs-208111-121,1786809160.0131843,13.497260570526123,A MAR - SPA | A PAR - BUR | F BRE - MAO,0.29761599969913166,A MAR - SPA | A PAR - BUR | F BRE - MAO,0.23653798094787898,False,True,first_sender_order_line_after_state,FRANCE: A MAR SPA; A PAR PIC; F BRE MAO,14,A MAR SPA | A PAR PIC | F BRE MAO,False,0.5,False,False,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0012_FRANCE_GERMANY_3068fcb8c3f7b44f.txt
generate_message-208111-148,203,1786809193.5229027,ENGLAND,FRANCE,S1901M,Hey France! That all sounds really good to me,94003,dialogue_model_get_model_pred-208111-156,202,201,1786809192.5608308,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,fc7a0befb6d650b1485433a6c27c0102f400a7e052ca9fbe94212e692513453d,1369,exact_sender_recipient_phase_before_input,194,run_bilateral_search_with_conditional_evs-208111-150,1786809188.673864,3.8869669437408447,A LVP - YOR | F EDI - NWG | F LON - NTH,0.5323646891796144,A LVP - YOR | F EDI - NWG | F LON - NTH,0.49831744306884695,False,True,first_sender_order_line_after_state,ENGLAND: A LVP YOR; F EDI NWG; F LON NTH,12,A LVP YOR | F EDI NWG | F LON NTH,True,1.0,True,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0013_ENGLAND_FRANCE_fc7a0befb6d650b1.txt
generate_message-208111-157,215,1786809212.4566104,RUSSIA,TURKEY,S1901M,"Hey Turkey!
Totally in! I am a huge fan of juggernauts, and one of my favourites is classic!

I am a pretty big believer that a bounce in BLA is a necessity to build some trust between us in the spring, but after that, and after we get rolling in the Balkans, we can start Dmzing it. Would that be okay with you?",95528,dialogue_model_get_model_pred-208111-165,214,213,1786809209.543941,0,last_dialogue_call_fallback,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,1aca781d110753988160e79c6ddfe6ea340243594dd5d85d61e9bf20f2c91467,1464,exact_sender_recipient_phase_before_input,210,run_bilateral_search_with_conditional_evs-208111-163,1786809204.5237036,5.020237445831299,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.5428285998119111,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7028613240185806,False,True,first_sender_order_line_after_state,RUSSIA: A MOS UKR; A WAR GAL; F SEV BLA; F STP/SC BOT,13,A MOS UKR | A WAR GAL | F SEV BLA | F STP/SC BOT,True,1.0,True,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0014_RUSSIA_TURKEY_1aca781d11075398.txt
generate_message-208111-166,225,1786809221.956342,GERMANY,RUSSIA,S1901M,"Hey Russia, happy to hear from you! I hope we can agree to an amicable relationship - it makes no sense for us to fight early.",97408,dialogue_model_get_model_pred-208111-173,224,223,1786809220.447973,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,750256e81a7b3cc75ecaaad6b60a36dd08370459a72bbcf038af0a37be65b24d,1655,exact_sender_recipient_phase_before_input,221,run_bilateral_search_with_conditional_evs-208111-171,1786809216.8979428,3.55003023147583,A BER - KIE | A MUN - RUH | F KIE - DEN,0.8041771973287843,A BER - KIE | A MUN - RUH | F KIE - DEN,0.8121414673421035,False,True,first_sender_order_line_after_state,GERMANY: A BER KIE; A MUN RUH; F KIE DEN,16,A BER KIE | A MUN RUH | F KIE DEN,True,1.0,True,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0015_GERMANY_RUSSIA_750256e81a7b3cc7.txt
generate_message-208111-190,261,1786809251.0988681,ITALY,TURKEY,S1901M,Hey Turkey! Definitely leaning toward being friends and hopefully working together. Do you have any thoughts on how we start?,99764,dialogue_model_get_model_pred_many-208111-197,252,251,1786809245.5946693,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,a7758be9f5d0b31a9c7623c1956cda1e5e1d8b1c54267e35e45fbf31ecbbb94b,1413,exact_sender_recipient_phase_before_input,250,run_bilateral_search_with_conditional_evs-208111-196,1786809242.1614726,3.433196783065796,A ROM - APU | A VEN H | F NAP - ION,0.6014183964210938,A ROM - APU | A VEN H | F NAP - ION,0.5685970450563604,False,True,first_sender_order_line_after_state,ITALY: A ROM APU; A VEN H; F NAP ION,14,A ROM APU | A VEN H | F NAP ION,True,1.0,True,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0016_ITALY_TURKEY_a7758be9f5d0b31a.txt
generate_message-208111-206,279,1786809262.5982995,FRANCE,ENGLAND,S1901M,Perfect!,102882,dialogue_model_get_model_pred_many-208111-213,270,269,1786809258.5704613,0,last_dialogue_call_fallback,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,ccba7ff08569e94dd28f1cee07063bf3af7215815ad87d7f302fc93bc49dbc99,1652,exact_sender_recipient_phase_before_input,264,run_bilateral_search_with_conditional_evs-208111-208,1786809254.941732,3.6287293434143066,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.27553287085787403,A MAR - SPA | A PAR - BUR | F BRE - MAO,0.24034206570541558,True,True,first_sender_order_line_after_state,FRANCE: A MAR SPA; A PAR PIC; F BRE MAO,16,A MAR SPA | A PAR PIC | F BRE MAO,True,1.0,False,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0017_FRANCE_ENGLAND_ccba7ff08569e94d.txt
generate_message-208111-240,327,1786809300.8096473,ITALY,AUSTRIA,S1901M,I'm always a fan of the Lepanto but I'm open to suggestions.,106251,dialogue_model_get_model_pred_many-208111-247,318,317,1786809297.0017292,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,b9a93e288fbef601723d849c0f122e8fe5fb22dd32d11c72e973158d9ab66f5d,1568,exact_sender_recipient_phase_before_input,311,run_bilateral_search_with_conditional_evs-208111-241,1786809293.0508404,3.9508888721466064,A ROM - APU | A VEN H | F NAP - ION,0.7845076584583552,A ROM - APU | A VEN H | F NAP - ION,0.6813530374109152,False,True,first_sender_order_line_after_state,ITALY: A ROM APU; A VEN H; F NAP ION,15,A ROM APU | A VEN H | F NAP ION,True,1.0,True,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0018_ITALY_AUSTRIA_b9a93e288fbef601.txt
generate_message-208111-256,345,1786809318.181412,FRANCE,ITALY,S1901M,"Hey Italy! I'm hoping that we can agree to a peaceful boarder, where we both stay out of Piedmont, and Gulf of Lyon, and we don't have to worry about our mutual borders, and focus our attention elsewhere, what do you think?",109806,dialogue_model_get_model_pred-208111-267,344,343,1786809316.017283,2,message_substring_of_model_output,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,3509b70acb91d8f2b7526deeecb3f4a8772c71b99c52c2631b0793357a33267d,1677,exact_sender_recipient_phase_before_input,332,run_bilateral_search_with_conditional_evs-208111-260,1786809305.0051224,11.012160539627075,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.5735824486464218,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.4773447961609654,False,True,first_sender_order_line_after_state,FRANCE: A MAR SPA; A PAR PIC; F BRE MAO,17,A MAR SPA | A PAR PIC | F BRE MAO,False,0.2,False,False,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0019_FRANCE_ITALY_3509b70acb91d8f2.txt
generate_message-208111-268,363,1786809333.7355447,RUSSIA,AUSTRIA,S1901M,"Hey Austria!
Definitely am very much open to working with you! I think Russia-austria is a great alliance that makes sure both players are safe and have a path to keep going. Are you up for a bounce in Galicia? I am okay with it, but we can also start talking about Dmzing it starting next spring, and how to coordinate the rest of our opening against Turkey.",110708,dialogue_model_get_model_pred_many-208111-275,354,353,1786809325.078867,0,last_dialogue_call_fallback,message_history_orderhistorysincelastmovementphase_shortstate_pseudoorder_dialogue_chunk,True,758d774340054a38ebf7f582efec9fbfad7903d0c04f3591c9c669b9185c9a0f,1381,exact_sender_recipient_phase_before_input,347,run_bilateral_search_with_conditional_evs-208111-269,1786809320.7689462,4.309920787811279,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7836387653940234,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7482796144442572,False,True,first_sender_order_line_after_state,RUSSIA: A MOS UKR; A WAR GAL; F SEV BLA; F STP/SC BOT,13,A MOS UKR | A WAR GAL | F SEV BLA | F STP/SC BOT,True,1.0,True,True,False,False,/workspace/latent-reservations/notebook_outputs/17_cicero_exact_dialogue_input_visibility/20260815T154340Z/data/exact_dialogue_inputs/episode_0020_RUSSIA_AUSTRIA_758d774340054a38.txt
