state_id,game_index,fold,phase_name,power,counterpart,focal_location,option_a,option_b,condition,format,mode,activation_time,action_choice,chosen_order,action_valid,native_replay_passed,post_state_sha256,auditor_p_target,auditor_valid,analysis_target_is_B,exact_action_prompt_sha256,rendered_action_prompt_sha256,action_prompt_tokens,action_new_tokens,action_hit_token_ceiling,action_stopped_on_marker,auditor_new_tokens,auditor_hit_token_ceiling,auditor_stopped_on_marker,deliberation_valid,deliberation_new_tokens,deliberation_hit_token_ceiling,deliberation_stopped_on_marker,activation_index
cicero_g001_p003_ITALY,1,1,S1902M,ITALY,AUSTRIA,ION,F ION S A BUL - GRE,F ION - ADR,raw_deliberate_t1,raw,deliberate_t1,T1,A,F ION S A BUL - GRE,True,True,78c101817cdae3c52198dd893d885aab3065ace7f8aabf9aae26f5519ca9b3ce,0.05,True,True,2ad2111936f0598e35af042a2814230cf23c2da776ef70898466abd6c058a5aa,6a4a1610ba00a010d9de27c1744ba14e342fafd637c49e063432028a853a9f85,1707,14,False,True,8,False,True,True,523.0,False,True,1
cicero_g001_p003_ITALY,1,1,S1902M,ITALY,AUSTRIA,ION,F ION S A BUL - GRE,F ION - ADR,compact_deliberate_t1,compact,deliberate_t1,T1,B,F ION - ADR,True,True,4a0a6d940497b17ef0f2076bcc87ff093aa57a69aa01196a697cf611476f2acd,0.65,True,True,66ae0ad9e7aa59b5e9eb57b4e54dec5ebeecec2056e0585367b8d6f35b30ed6f,5cd61bf2b7882b7bd99f2c0a8bd7ec2b28c19d126a8cecf6f5518641859be709,1395,11,False,True,9,False,True,True,378.0,False,True,1
cicero_g002_p003_RUSSIA,2,2,S1902M,RUSSIA,ITALY,GAL,A GAL S A BUD - VIE,A GAL - BOH,raw_direct_t0,raw,direct_t0,T0,A,A GAL S A BUD - VIE,True,True,46a85b933635e595d1f10dcaa0cd4b6c8618ce2318ee1c699cec8303df214171,0.3,True,True,5bfbd75bd0003cce973d4cd7e4b2819b4a2be71a104b5ef933f3a6d53eb1ef5e,79675fc5044f74c411bba6a59fe034706cde8622724f43894e39e6964446ff98,1270,14,False,True,9,False,True,,,,,2
cicero_g002_p003_RUSSIA,2,2,S1902M,RUSSIA,ITALY,GAL,A GAL S A BUD - VIE,A GAL - BOH,compact_direct_t0,compact,direct_t0,T0,A,A GAL S A BUD - VIE,True,True,46a85b933635e595d1f10dcaa0cd4b6c8618ce2318ee1c699cec8303df214171,0.3,True,True,75215c27b14e09ca877fd9f2177c8e10662f99e4c9b24a2629c8c1288156578a,13ec44dfef3e5216b013671339e234e22eb0fb500777db2d2e0a6790a8fb12cc,1105,14,False,True,9,False,True,,,,,2
cicero_g002_p003_RUSSIA,2,2,S1902M,RUSSIA,ITALY,GAL,A GAL S A BUD - VIE,A GAL - BOH,raw_reason_t0,raw,reason_t0,T0,A,A GAL S A BUD - VIE,True,True,46a85b933635e595d1f10dcaa0cd4b6c8618ce2318ee1c699cec8303df214171,0.3,True,True,11d0f3bba01c516c1b72feeabeadf8b10dbeb245fcdb05049bb4e9c1ee1b4ece,9111af82534ec9f0137ac1e97d4d869ca84cbe0bef3b1f83910ba0c3cd59812b,1281,210,False,True,197,False,True,,,,,2
cicero_g002_p003_RUSSIA,2,2,S1902M,RUSSIA,ITALY,GAL,A GAL S A BUD - VIE,A GAL - BOH,compact_reason_t0,compact,reason_t0,T0,A,A GAL S A BUD - VIE,True,True,46a85b933635e595d1f10dcaa0cd4b6c8618ce2318ee1c699cec8303df214171,0.3,True,True,22c7e206271225b3965715acbe4fa4a597c088449317a97e09bff48b3a8af780,7f3acba7ea08e3d2cd7b3688319af5c31ecb6f088c7c1bbaf0deee6033ac09c1,1116,53,False,True,207,False,True,,,,,2
cicero_g002_p003_RUSSIA,2,2,S1902M,RUSSIA,ITALY,GAL,A GAL S A BUD - VIE,A GAL - BOH,raw_deliberate_t1,raw,deliberate_t1,T1,B,A GAL - BOH,True,True,293658e74b266ddb28bcaaa6b1c03d9ea06f8fcd6c1c947ae5e320b8da6ef5f6,0.85,True,True,892ca616359a670edcd36bc3e0b6619cdc2bb0e6cb3e5060d0ec49957cba8d93,6bf15d9f2bb72e6b9f2c976b3de078207774def3a1e2195abb23ddd18e55c5b8,1894,10,False,True,9,False,True,True,609.0,False,True,2
cicero_g002_p003_RUSSIA,2,2,S1902M,RUSSIA,ITALY,GAL,A GAL S A BUD - VIE,A GAL - BOH,compact_deliberate_t1,compact,deliberate_t1,T1,A,A GAL S A BUD - VIE,True,True,46a85b933635e595d1f10dcaa0cd4b6c8618ce2318ee1c699cec8303df214171,0.3,True,True,5893a9c899af91c889048a29043971796168714e7a314c07aede92216819c801,9c629a5c7bd28897e9ca085625fbf3a41a351de6518535559b72eea52a2ed767,1514,14,False,True,9,False,True,True,394.0,False,True,2
cicero_g003_p001_ENGLAND,3,3,F1901M,ENGLAND,ITALY,EDI,A EDI S F NTH - YOR,A EDI - CLY,raw_direct_t0,raw,direct_t0,T0,A,A EDI S F NTH - YOR,True,True,2963ae86e7c1c434d2fb75f9433772095a05b063e15588d83096c81b390c5e2d,0.75,True,True,16edb353e69f173294fe383de19717b317bf9d233121fa3ab12500bdecfec7c1,ad1f51031cf2ce69264fd8b3dca42d070a9acd5962b57892c4bb27047b89e5b6,852,15,False,True,9,False,True,,,,,3
cicero_g003_p001_ENGLAND,3,3,F1901M,ENGLAND,ITALY,EDI,A EDI S F NTH - YOR,A EDI - CLY,compact_direct_t0,compact,direct_t0,T0,A,A EDI S F NTH - YOR,True,True,2963ae86e7c1c434d2fb75f9433772095a05b063e15588d83096c81b390c5e2d,0.3,True,True,d6e670fa46f6ae7fc23d83ba306361fec6f63b8dd2f88e6a47041be3e7d0aef9,9c127d620d682b6c6a87e933a9df8ff1e5786fd0523e64a352d523e841e6d9dc,709,15,False,True,9,False,True,,,,,3
cicero_g003_p001_ENGLAND,3,3,F1901M,ENGLAND,ITALY,EDI,A EDI S F NTH - YOR,A EDI - CLY,raw_reason_t0,raw,reason_t0,T0,B,A EDI - CLY,True,True,3b3469ddf5f184ddc5f96184cf0fc936b7c471bee9f7f90a4dae4f157ae71634,0.3,True,True,ef4f1559e4b07666faf151620a71cefd3bbc51b796bdeaac434eb431a2d13987,f209ea2afce18a2ef3745a4b8e7003fa06e0f7508ae0c9d7c22b800c1dc53a20,863,390,False,True,20,False,True,,,,,3
cicero_g003_p001_ENGLAND,3,3,F1901M,ENGLAND,ITALY,EDI,A EDI S F NTH - YOR,A EDI - CLY,compact_reason_t0,compact,reason_t0,T0,B,A EDI - CLY,True,True,3b3469ddf5f184ddc5f96184cf0fc936b7c471bee9f7f90a4dae4f157ae71634,0.65,True,True,cdf65662e7b90cc388cda72aee7242a01d274ef06489652a4bf9f872444cf860,fd60d00de1cc41e5d746b6ca246c9d3d27b64162fccd0248945783657bf889e3,720,434,False,True,359,False,True,,,,,3
cicero_g003_p001_ENGLAND,3,3,F1901M,ENGLAND,ITALY,EDI,A EDI S F NTH - YOR,A EDI - CLY,raw_deliberate_t1,raw,deliberate_t1,T1,B,A EDI - CLY,True,True,3b3469ddf5f184ddc5f96184cf0fc936b7c471bee9f7f90a4dae4f157ae71634,0.85,True,True,3ff4e46e2ee9f692e8b2948d7d96ca4f55a671b9a7f30ce7ea56631575761222,375034a5e4837cca39ad808910ac3db66c18c714cf504f93aad3058918d29bb9,1479,11,False,True,20,False,True,True,612.0,False,True,3
cicero_g003_p001_ENGLAND,3,3,F1901M,ENGLAND,ITALY,EDI,A EDI S F NTH - YOR,A EDI - CLY,compact_deliberate_t1,compact,deliberate_t1,T1,B,A EDI - CLY,True,True,3b3469ddf5f184ddc5f96184cf0fc936b7c471bee9f7f90a4dae4f157ae71634,0.85,True,True,e75f7e91c3654484bdbfd7a54eafc746b586d2ff64cc20895d6ba674ad00dce1,7ff431fa160e7069b271cd7d64dbf548b204648447807266e403113fb194e6e5,1084,11,False,True,20,False,True,True,360.0,False,True,3
cicero_g004_p010_GERMANY,4,4,F1903M,GERMANY,FRANCE,NTH,F NTH - DEN,F NTH S A BEL - YOR,raw_direct_t0,raw,direct_t0,T0,A,F NTH - DEN,True,True,d43ee1589f779c42a24e9e28afa82c6440f60f420ae1a948bac1add9e9d54ba5,0.75,True,True,5f5e22f056e6f380488365ed542af8892f3391b9cdc7ca169866d8b1accd0611,f429584c685f14907bfccf56ff4c0c907149e38edaa263ec95247796dda9e0c8,1328,10,False,True,9,False,True,,,,,4
cicero_g004_p010_GERMANY,4,4,F1903M,GERMANY,FRANCE,NTH,F NTH - DEN,F NTH S A BEL - YOR,compact_direct_t0,compact,direct_t0,T0,A,F NTH - DEN,True,True,d43ee1589f779c42a24e9e28afa82c6440f60f420ae1a948bac1add9e9d54ba5,0.75,True,True,4554d6614cbf093f6fc08df47f7ca78b3faa1e2d08276fd8b27134d53a0208d9,0f31f18345eee7d9cc80d360f2a0033708a1f63a648ddb9bb1c43ebb237cb78c,1164,10,False,True,9,False,True,,,,,4
cicero_g004_p010_GERMANY,4,4,F1903M,GERMANY,FRANCE,NTH,F NTH - DEN,F NTH S A BEL - YOR,raw_reason_t0,raw,reason_t0,T0,A,F NTH - DEN,True,True,d43ee1589f779c42a24e9e28afa82c6440f60f420ae1a948bac1add9e9d54ba5,0.75,True,True,23fda20a33cd1d5c715d17fe4b5d6466ef79bd77041fb5e22b33412998c534bc,55241aaf850050c72bbc1cbc741bde1ebad8ac6f51e4405036b0fd1cc95906c4,1339,280,False,True,240,False,True,,,,,4
cicero_g004_p010_GERMANY,4,4,F1903M,GERMANY,FRANCE,NTH,F NTH - DEN,F NTH S A BEL - YOR,compact_reason_t0,compact,reason_t0,T0,B,F NTH S A BEL - YOR,True,True,d3f0ff58930beda37358ed2d1c69316708a9136aaef9ea9067f2ba219020aa37,0.15,True,True,f248322f3d56fb3be377b789d2813a749e327e2e7eb856ba8a650affc2ef8844,0c71969a444069ee0ce40513d57ad827a0b21d7da0886774074eb1bafb0c4a29,1175,223,False,True,232,False,True,,,,,4
cicero_g004_p010_GERMANY,4,4,F1903M,GERMANY,FRANCE,NTH,F NTH - DEN,F NTH S A BEL - YOR,raw_deliberate_t1,raw,deliberate_t1,T1,B,F NTH S A BEL - YOR,True,True,d3f0ff58930beda37358ed2d1c69316708a9136aaef9ea9067f2ba219020aa37,0.75,True,True,af7acad2d27cd5422084750475cbdb25ceba425e7274e6ca9dea3c35088b13d0,d36c24d5277627b0afbaf016b845ca5e9547c4a6021052e6b82b9f7c75243cb4,1779,14,False,True,23,False,True,True,436.0,False,True,4
cicero_g004_p010_GERMANY,4,4,F1903M,GERMANY,FRANCE,NTH,F NTH - DEN,F NTH S A BEL - YOR,compact_deliberate_t1,compact,deliberate_t1,T1,B,F NTH S A BEL - YOR,True,True,d3f0ff58930beda37358ed2d1c69316708a9136aaef9ea9067f2ba219020aa37,0.85,True,True,72e051ceec1ae6352852e972072d4d4b10d0d3635e4f358ee61b10131a7b411f,2f648f402cb0517a5d1b279d2b3b5a7d2f1f42b7ff09e0902b78914d265386f3,1550,14,False,True,23,False,True,True,371.0,False,True,4
cicero_g005_p001_AUSTRIA,5,0,F1901M,AUSTRIA,FRANCE,SER,A SER S A BUL - RUM,A SER - ALB,raw_direct_t0,raw,direct_t0,T0,A,A SER S A BUL - RUM,True,True,73886a25f5c0025741efb649577c1ed0f29d785591d925375552852bf7bb7f2a,0.3,True,True,2281d32133e1563ed5e07c4e4e3b1b265cef770486be47bc62a2f8eb76fca187,04b769e7b719e37c7db3d634ef6a12b69f51d502a26de51f6e075cf532706b55,1270,14,False,True,9,False,True,,,,,5
cicero_g005_p001_AUSTRIA,5,0,F1901M,AUSTRIA,FRANCE,SER,A SER S A BUL - RUM,A SER - ALB,compact_direct_t0,compact,direct_t0,T0,A,A SER S A BUL - RUM,True,True,73886a25f5c0025741efb649577c1ed0f29d785591d925375552852bf7bb7f2a,0.7,True,True,3a36484568159422ffe9861f23d634065d591a8668e5486aac0facb8de659877,4a1ee07e248921f57089dffff3907ebaeae51238daed75f3d4b7ab102f29a4b3,1127,14,False,True,9,False,True,,,,,5
cicero_g005_p001_AUSTRIA,5,0,F1901M,AUSTRIA,FRANCE,SER,A SER S A BUL - RUM,A SER - ALB,raw_reason_t0,raw,reason_t0,T0,A,A SER S A BUL - RUM,True,True,73886a25f5c0025741efb649577c1ed0f29d785591d925375552852bf7bb7f2a,0.1,True,True,f5da408390b095b873167241f15c095e77acd63ec8062495982471e9a314a1ec,a28db71406f695ce48f780396dadac61ea6559811bcaf05ae1f7261183b61c66,1281,326,False,True,293,False,True,,,,,5
cicero_g005_p001_AUSTRIA,5,0,F1901M,AUSTRIA,FRANCE,SER,A SER S A BUL - RUM,A SER - ALB,compact_reason_t0,compact,reason_t0,T0,A,A SER S A BUL - RUM,True,True,73886a25f5c0025741efb649577c1ed0f29d785591d925375552852bf7bb7f2a,0.3,True,True,0af8b4708daec09eedb00478d8aa5ce8bb5dd6a25e700ccaabcd65b9303a3938,85d4d690737ab096e9e1f05ab72737d88b224cd6a9bd894f32e3ed2cd05f14fd,1138,218,False,True,15,False,True,,,,,5
cicero_g005_p001_AUSTRIA,5,0,F1901M,AUSTRIA,FRANCE,SER,A SER S A BUL - RUM,A SER - ALB,raw_deliberate_t1,raw,deliberate_t1,T1,B,A SER - ALB,True,True,adc3be1ccaa99e00c1b61ded75c615bb9563a9bf0f5ebf714efc1adfae901a13,0.75,True,True,52ee2dfb69f058fb8abb36abfd7aead676cf2c38352edabd02fdd23032cc5b69,60d999ffbc7b7a6f5a387eec4bfc9b25e64880eb391aa16c27412d8ebabe2801,1588,10,False,True,19,False,True,True,303.0,False,True,5
cicero_g005_p001_AUSTRIA,5,0,F1901M,AUSTRIA,FRANCE,SER,A SER S A BUL - RUM,A SER - ALB,compact_deliberate_t1,compact,deliberate_t1,T1,B,A SER - ALB,True,True,adc3be1ccaa99e00c1b61ded75c615bb9563a9bf0f5ebf714efc1adfae901a13,0.75,True,True,edc78d35b658d4fc48eb088de7e70292f9c5667c36484661b0dbe9ef548dd247,31c00be86005f3d6e14e04a0c9e54acd727575dbc6ccdba4e29887a366107403,1500,10,False,True,19,False,True,True,358.0,False,True,5
cicero_g006_p009_TURKEY,6,1,F1903M,TURKEY,ITALY,BLA,F BLA S F AEG - BUL,F BLA - ANK,raw_direct_t0,raw,direct_t0,T0,A,F BLA S F AEG - BUL,True,True,1d4097aeedf553b43ceeff135354af564004853c0d51c2d9ec26bd65671ce7c1,0.3,True,True,a55195fe57961bea62acfc6691ab7ab0f48035f4f4b27e567b5850e0306f99c3,a96166ff16cbf2cc5089f3169ab0b1f641407014ac0fdfcb6ff2d8f0204b841f,1319,15,False,True,9,False,True,,,,,6
cicero_g006_p009_TURKEY,6,1,F1903M,TURKEY,ITALY,BLA,F BLA S F AEG - BUL,F BLA - ANK,compact_direct_t0,compact,direct_t0,T0,A,F BLA S F AEG - BUL,True,True,1d4097aeedf553b43ceeff135354af564004853c0d51c2d9ec26bd65671ce7c1,0.65,True,True,7881b075add3ca1a03e41b25338fcdcca60716f1deddcfd952d70707cec6123b,d63a7d9c910e8d5072d24a6a6a549fed97b65bd39cb650a0bbd50a211b332207,1152,15,False,True,9,False,True,,,,,6
cicero_g006_p009_TURKEY,6,1,F1903M,TURKEY,ITALY,BLA,F BLA S F AEG - BUL,F BLA - ANK,raw_reason_t0,raw,reason_t0,T0,A,F BLA S F AEG - BUL,True,True,1d4097aeedf553b43ceeff135354af564004853c0d51c2d9ec26bd65671ce7c1,0.3,True,True,1a031866f5191e9149bf635137aa00c62b6bbb76c898259faa7f7a57787a54df,3d11d28b3a9b70a1cb9f9adf2ce0a55f7ef22bca7e637228c8fc947f9f0b0651,1330,119,False,True,22,False,True,,,,,6
cicero_g006_p009_TURKEY,6,1,F1903M,TURKEY,ITALY,BLA,F BLA S F AEG - BUL,F BLA - ANK,compact_reason_t0,compact,reason_t0,T0,A,F BLA S F AEG - BUL,True,True,1d4097aeedf553b43ceeff135354af564004853c0d51c2d9ec26bd65671ce7c1,0.15,True,True,de9b6b0533850b323d27a5a7672e20f6403f645cd53b307c9c4c27cea562ce9f,7d330110c8078edd251046ec1a247a41cef83564ac4a416ccb9dfa398a7c5d60,1163,243,False,True,114,False,True,,,,,6
cicero_g006_p009_TURKEY,6,1,F1903M,TURKEY,ITALY,BLA,F BLA S F AEG - BUL,F BLA - ANK,raw_deliberate_t1,raw,deliberate_t1,T1,A,F BLA S F AEG - BUL,True,True,1d4097aeedf553b43ceeff135354af564004853c0d51c2d9ec26bd65671ce7c1,0.0,True,True,48d79a29d5cdb5f21168c342325bc27bf84cbc5c96dec88020bcf73b6959eae3,9d39fe4f35899308fcef134f7a694101c532714d78fedea0307bbe22fa595e5b,1573,15,False,True,8,False,True,True,239.0,False,True,6
cicero_g006_p009_TURKEY,6,1,F1903M,TURKEY,ITALY,BLA,F BLA S F AEG - BUL,F BLA - ANK,compact_deliberate_t1,compact,deliberate_t1,T1,A,F BLA S F AEG - BUL,True,True,1d4097aeedf553b43ceeff135354af564004853c0d51c2d9ec26bd65671ce7c1,0.1,True,True,b3e9412d263618a8b16105390dd7cc464c868ca1b8e72cf1bcffd310731f093d,e915793e7ddb02ea4cdecb736fafb0d8c791b1924973979cc35703c7ff2e7252,1607,15,False,True,9,False,True,True,440.0,False,True,6
cicero_g007_p001_FRANCE,7,2,F1901M,FRANCE,RUSSIA,BUR,A BUR - GAS,A BUR S F ENG - BEL,raw_direct_t0,raw,direct_t0,T0,A,A BUR - GAS,True,True,75be31fe7f26732bdc61021a8cdf6a80830c0ce216bc60c1adbfe6d7f5a14c5d,0.75,True,True,7f6bca58ff37aac5a3c71d1865fc536f342c11cf80276c0893e1a50bcd6be80f,ebc9d1bba24f3a41d8d15f472befbf027aac62393ba45c84cdfbfeb8a7a2cdee,1102,10,False,True,22,False,True,,,,,7
cicero_g007_p001_FRANCE,7,2,F1901M,FRANCE,RUSSIA,BUR,A BUR - GAS,A BUR S F ENG - BEL,compact_direct_t0,compact,direct_t0,T0,A,A BUR - GAS,True,True,75be31fe7f26732bdc61021a8cdf6a80830c0ce216bc60c1adbfe6d7f5a14c5d,0.75,True,True,8e3c785d6555cfaa42ca0f1a05f08ff385dc9f14065b4f5a1541db1170a98315,94f6fab2d3686504d97dc600de06bf268173cdf302e5f9447dc56cfaaf09a9b9,959,10,False,True,9,False,True,,,,,7
cicero_g007_p001_FRANCE,7,2,F1901M,FRANCE,RUSSIA,BUR,A BUR - GAS,A BUR S F ENG - BEL,raw_reason_t0,raw,reason_t0,T0,B,A BUR S F ENG - BEL,True,True,de43db6d2a8aced3814c7a2c0a5acf3fa9f7ff92d82d8f02d73103b1f90b2808,0.85,True,True,49ea2214b73ba8a345db8e199a150199485e3d9b0ffd0a4921f300c12585c4ab,aedbd270b2fcebf4cc58cfda181414f1f7c15c2876ff39b83af867fc5d2e89fe,1113,263,False,True,163,False,True,,,,,7
cicero_g007_p001_FRANCE,7,2,F1901M,FRANCE,RUSSIA,BUR,A BUR - GAS,A BUR S F ENG - BEL,compact_reason_t0,compact,reason_t0,T0,B,A BUR S F ENG - BEL,True,True,de43db6d2a8aced3814c7a2c0a5acf3fa9f7ff92d82d8f02d73103b1f90b2808,0.85,True,True,1ab41c5d934fa2854f756618983f649b1a22bef6c6c7a5dd896c9822c33a4ce3,f51f3acabf889d7a442b284b8ed6c4525867a6ab2d52206188b77a559d86ab5f,970,258,False,True,106,False,True,,,,,7
cicero_g007_p001_FRANCE,7,2,F1901M,FRANCE,RUSSIA,BUR,A BUR - GAS,A BUR S F ENG - BEL,raw_deliberate_t1,raw,deliberate_t1,T1,,,False,False,,0.0,True,True,b0716de15c2cdf3e98b107eafabc6fa56db66a01cb09463ee973a0d6a30a9e74,3ab6c264c7f83a07394997e0bd7831f2af2f96c04e44e95f1173af27ded42c7b,1645,9,False,True,8,False,True,True,528.0,False,True,7
cicero_g007_p001_FRANCE,7,2,F1901M,FRANCE,RUSSIA,BUR,A BUR - GAS,A BUR S F ENG - BEL,compact_deliberate_t1,compact,deliberate_t1,T1,B,A BUR S F ENG - BEL,True,True,de43db6d2a8aced3814c7a2c0a5acf3fa9f7ff92d82d8f02d73103b1f90b2808,0.85,True,True,1688921b361dbbd43ee37e34cf266ebb59f3311bc1cd2144dd9909f91aee5066,6c804ad37415fa1ab70a1ac79d4afee91f84cb2257ba50256d6c6fbbdcf203d3,1389,13,False,True,22,False,True,True,415.0,False,True,7
cicero_g008_p005_ITALY,8,3,F1902M,ITALY,TURKEY,PIE,A PIE - TUS,A PIE S A TRI - VEN,raw_direct_t0,raw,direct_t0,T0,A,A PIE - TUS,True,True,d2f0e85d1471fc9cbd9ab2268c9fe7a6005432834f4463c4e105300434d3aa2d,0.75,True,True,d17024cc0e98eee3d7bd98035bfddc1b5610b78986b65bbae9e58ba56f75fabf,806ae13e233fe8334f24126093243254af2c2602be3f2a99fe5aeb19e21f3ccb,1185,10,False,True,22,False,True,,,,,8
cicero_g008_p005_ITALY,8,3,F1902M,ITALY,TURKEY,PIE,A PIE - TUS,A PIE S A TRI - VEN,compact_direct_t0,compact,direct_t0,T0,B,A PIE S A TRI - VEN,True,True,41499d65521cd43531279878667bb1ee67aee93e9bd1f92a5fd94ee3b4aeafcc,0.75,True,True,43df887397c09e6e5a7dddee0219e133325c40c23cfe622cdccb2081b53a7770,6245269c75c9af630d57dff45d38c9d06ded18d893f98b3588d9e1ea564e296f,1021,13,False,True,9,False,True,,,,,8
cicero_g008_p005_ITALY,8,3,F1902M,ITALY,TURKEY,PIE,A PIE - TUS,A PIE S A TRI - VEN,raw_reason_t0,raw,reason_t0,T0,B,A PIE S A TRI - VEN,True,True,41499d65521cd43531279878667bb1ee67aee93e9bd1f92a5fd94ee3b4aeafcc,0.85,True,True,7dbe59dac48e80317a81681c1618fc520ea557817a862cf434f43532e9e9f241,a94f17e971dbaac87ebe3bb6d248c3b80b1f8f9fcd7d8f3ac66f1b53751a87f1,1196,268,False,True,319,False,True,,,,,8
